Date,BTC.Open,BTC.High,BTC.Low,BTC.Close,LTC.Open,LTC.High,LTC.Low,LTC.Close,XRP.Open,XRP.High,XRP.Low,XRP.Close,ETH.Open,ETH.High,ETH.Low,ETH.Close,Date,Close*
4/1/17 0:00,1079.75,1103.53,1069.78,1089.51,6.65,6.98,6.31,6.88,0.021743,0.022798,0.019664,0.021892,50.03,51.93,48.88,50.7,5/26/17 0:00,"2,415.82"
4/2/17 0:00,1089.51,1111.24,1077.59,1098.78,6.86,7.94,6.65,7.74,0.021938,0.071441,0.021696,0.061159,50.74,51.27,45.43,48.75,5/30/17 0:00,"2,412.91"
4/3/17 0:00,1098.78,1155.71,1098.77,1147.63,7.74,8.64,7.24,8.07,0.060291,0.061594,0.027447,0.033023,48.82,48.82,43.41,44.36,5/31/17 0:00,"2,411.80"
4/4/17 0:00,1147.63,1161.36,1125.83,1143.75,8.12,8.96,7.53,8.29,0.033032,0.040702,0.028324,0.037455,43.92,45.74,41.72,44.64,6/1/17 0:00,"2,430.06"
4/5/17 0:00,1143.75,1145.82,1113.08,1135,8.25,11.42,7.96,11.09,0.037386,0.040178,0.035214,0.035544,44.66,47.84,44.54,45.3,6/2/17 0:00,"2,439.07"
4/6/17 0:00,1135,1202.82,1135,1190.6,11.12,11.45,9.66,10.25,0.035672,0.036843,0.029463,0.032665,45.22,45.64,40.9,43.24,6/5/17 0:00,"2,436.10"
4/7/17 0:00,1190.6,1202.04,1176.37,1193.02,10.22,10.56,9.19,9.37,0.03274,0.036935,0.030789,0.036319,42.87,44.04,41.65,42.16,6/6/17 0:00,"2,429.33"
4/8/17 0:00,1193.02,1196.94,1170.58,1184.82,9.34,10.35,9.33,9.92,0.036355,0.036894,0.034932,0.035849,41.8,45.21,41.73,44.31,6/7/17 0:00,"2,433.14"
4/9/17 0:00,1184.82,1218.24,1178.4,1210.05,9.89,10.01,8.43,8.71,0.035799,0.035799,0.032327,0.03402,44.28,44.49,42.89,43.27,6/8/17 0:00,"2,433.79"
4/10/17 0:00,1210.05,1219.06,1202.78,1213.34,8.72,9.2,8.19,8.92,0.034123,0.035091,0.032806,0.033598,43.28,44.14,42.42,43.44,6/9/17 0:00,"2,431.77"
4/11/17 0:00,1213.34,1232.15,1204.36,1224.77,8.91,9.28,8.66,8.85,0.033677,0.034576,0.032035,0.032952,43.5,44.25,43.3,43.41,6/12/17 0:00,"2,429.39"
4/12/17 0:00,1224.77,1228.26,1213.65,1216.5,8.83,11.06,8.83,10.79,0.033002,0.034794,0.032477,0.034336,43.46,47.23,43.11,46.29,6/13/17 0:00,"2,440.35"
4/13/17 0:00,1216.5,1222.26,1154.9,1178.53,10.76,10.77,9.93,10.15,0.034459,0.035574,0.033461,0.034383,46.31,50.91,46.31,50.22,6/14/17 0:00,"2,437.92"
4/14/17 0:00,1178.53,1197.39,1169.89,1183.44,10.13,10.51,9.68,10.39,0.034262,0.035127,0.032986,0.033779,49.97,50.05,46.76,47.57,6/15/17 0:00,"2,432.46"
4/15/17 0:00,1183.44,1199.71,1178.35,1180.7,10.34,11,10.2,10.79,0.033528,0.034281,0.033277,0.033955,47.65,49.57,47.18,49.1,6/16/17 0:00,"2,433.15"
4/16/17 0:00,1180.7,1190.96,1178.09,1184.79,10.75,10.9,10.67,10.71,0.03388,0.034002,0.033194,0.033462,49.04,49.14,48.19,48.72,6/19/17 0:00,"2,453.46"
4/17/17 0:00,1184.79,1206.9,1181.78,1203.73,10.6,11.18,10.39,10.42,0.0334,0.03406,0.032955,0.033655,48.66,48.75,48.05,48.3,6/20/17 0:00,"2,437.03"
4/18/17 0:00,1203.73,1222.36,1203.39,1217.6,10.42,10.94,9.97,10.32,0.033638,0.034021,0.032866,0.033183,48.32,51.03,48.3,50.71,6/21/17 0:00,"2,435.61"
4/19/17 0:00,1217.6,1228.5,1209.18,1226.94,10.31,10.35,9.59,9.66,0.033181,0.033387,0.029687,0.030173,50.73,50.95,47.26,48.31,6/22/17 0:00,"2,434.50"
4/20/17 0:00,1226.94,1262.85,1220.45,1255.4,9.63,10.66,9.59,10.33,0.030259,0.030611,0.027493,0.029984,48.13,49.99,48.13,49.67,6/23/17 0:00,"2,438.30"
4/21/17 0:00,1255.4,1275.05,1247.79,1257.13,10.29,11.54,10.16,11.23,0.029727,0.034044,0.029216,0.03278,49.64,49.66,48.14,48.22,6/26/17 0:00,"2,439.07"
4/22/17 0:00,1257.13,1259.06,1220,1244.37,11.18,13.07,11.11,13.06,0.033122,0.033279,0.031422,0.03177,48.18,48.74,48.17,48.55,6/27/17 0:00,"2,419.38"
4/23/17 0:00,1244.37,1250.45,1230.68,1248.22,13.07,14.41,12.95,13.94,0.031878,0.031974,0.030742,0.031278,48.59,48.89,48.17,48.49,6/28/17 0:00,"2,440.69"
4/24/17 0:00,1248.22,1250.47,1238.11,1248.32,13.96,14.97,13.33,14.97,0.031236,0.031436,0.030738,0.031384,48.87,50.18,48.87,50.03,6/29/17 0:00,"2,419.70"
4/25/17 0:00,1248.32,1270.73,1248.19,1263.54,14.98,15.43,14.24,15.21,0.031409,0.033826,0.031297,0.032346,50.07,50.3,49.81,49.89,6/30/17 0:00,"2,423.41"
4/26/17 0:00,1263.54,1307.28,1263.49,1284.84,15.21,15.79,14.56,14.85,0.03239,0.033509,0.032183,0.032797,49.91,53.44,49.91,52.72,7/3/17 0:00,"2,429.01"
4/27/17 0:00,1284.84,1335.56,1283.31,1329.19,14.84,15,13.47,14.62,0.032827,0.035376,0.032157,0.034816,52.81,62.17,52.29,62.17,7/5/17 0:00,"2,432.54"
4/28/17 0:00,1329.19,1343.59,1282.93,1320.05,14.59,14.78,14.06,14.34,0.034843,0.045111,0.034784,0.044475,62.23,70.85,62.13,70.16,7/6/17 0:00,"2,409.75"
4/29/17 0:00,1320.05,1333.37,1311.25,1327.04,14.4,15.77,14.36,15.74,0.044558,0.057719,0.044558,0.052868,71.39,71.9,66.78,68.38,7/7/17 0:00,"2,425.18"
4/30/17 0:00,1327.04,1352.15,1308.74,1347.96,15.7,16.07,15.47,15.71,0.052807,0.054646,0.049574,0.051607,68.54,79.02,68.35,79.02,7/10/17 0:00,"2,427.43"
5/1/17 0:00,1347.96,1426.63,1346.27,1402.08,15.71,16.37,14.88,15.92,0.05158,0.057779,0.049317,0.055115,79.32,82.52,73.09,76.3,7/11/17 0:00,"2,425.53"
5/2/17 0:00,1402.08,1466.88,1397.06,1443.68,15.92,16.23,15.15,15.89,0.054646,0.055639,0.05071,0.053908,76.65,79.35,74.38,77.26,7/12/17 0:00,"2,443.25"
5/3/17 0:00,1443.68,1494.53,1431.18,1492,15.88,21.8,15.67,21.04,0.053905,0.061435,0.052283,0.06049,77.25,80.1,75.76,79.72,7/13/17 0:00,"2,447.83"
5/4/17 0:00,1492,1594.63,1442.73,1515.63,21.04,25.69,20.86,23.39,0.061062,0.085499,0.059283,0.078914,79.72,97.56,79.43,96.98,7/14/17 0:00,"2,459.27"
5/5/17 0:00,1515.63,1591.97,1491.67,1512.21,23.47,27.85,23.42,26.27,0.080229,0.106935,0.078704,0.09355,96.73,103.23,92.22,94.4,7/17/17 0:00,"2,459.14"
5/6/17 0:00,1512.21,1552.44,1512.11,1548.29,26.47,28.59,25.49,28.16,0.093429,0.106144,0.093429,0.101791,94.91,97.88,90.95,97.81,7/18/17 0:00,"2,460.61"
5/7/17 0:00,1548.29,1560.01,1525.89,1555.47,28.2,31.37,28.2,30.29,0.101929,0.148274,0.098938,0.141763,97.87,98.24,89.87,94.01,7/19/17 0:00,"2,473.83"
5/8/17 0:00,1555.47,1639.43,1555.47,1639.32,30.37,30.74,27.33,28.96,0.14162,0.237587,0.135105,0.198212,93.75,95.14,89.51,91.42,7/20/17 0:00,"2,473.45"
5/9/17 0:00,1639.32,1753.59,1615.63,1706.93,28.96,33.76,24.49,33.58,0.199198,0.21689,0.134406,0.160074,91.23,93.06,80.39,91.16,7/21/17 0:00,"2,472.54"
5/10/17 0:00,1706.93,1782.89,1690.4,1756.8,33.3,37.33,31.22,31.96,0.158471,0.201207,0.156363,0.186066,91.15,92.85,85.29,89.52,7/24/17 0:00,"2,469.91"
5/11/17 0:00,1756.8,1848.75,1732.13,1807.37,32.66,32.91,28.03,30.72,0.185035,0.194828,0.162431,0.183135,89.77,102.55,88.48,89.88,7/25/17 0:00,"2,477.13"
5/12/17 0:00,1807.37,1808.55,1644.64,1676.99,30.93,31.68,27.37,27.45,0.18276,0.209535,0.180984,0.206068,89.43,93.12,88.66,88.66,7/26/17 0:00,"2,477.83"
5/13/17 0:00,1676.99,1759.96,1587.69,1759.96,27.22,28.91,25.52,28.91,0.206697,0.223602,0.18698,0.214878,88.69,93.81,86.66,90.84,7/27/17 0:00,"2,475.42"
5/14/17 0:00,1759.96,1799.65,1740.2,1772.42,29.09,30.45,27.79,28.89,0.215179,0.223486,0.211186,0.220223,90.87,91.25,89.61,90.79,7/28/17 0:00,"2,472.10"
5/15/17 0:00,1772.42,1773.49,1652.16,1697.38,28.89,28.93,25.19,25.37,0.220069,0.27072,0.220069,0.27072,90.78,95.43,86.83,92.41,7/31/17 0:00,"2,470.30"
5/16/17 0:00,1697.38,1737.34,1657.11,1718.2,25.34,25.34,22.81,23.33,0.269824,0.349861,0.269824,0.349861,92.39,93.56,89.12,89.44,8/1/17 0:00,"2,476.35"
5/17/17 0:00,1718.2,1823.55,1688.49,1802.16,23.24,25.95,20.8,25.4,0.355124,0.43517,0.326358,0.394132,89.25,91.27,84.43,89.86,8/2/17 0:00,"2,477.57"
5/18/17 0:00,1802.16,1893.63,1794.92,1887.33,25.17,29.01,25.12,28.36,0.394931,0.408012,0.331116,0.364869,89.84,97.37,89.84,96.91,8/3/17 0:00,"2,472.16"
5/19/17 0:00,1887.33,1973.01,1887.15,1968.1,28.29,28.41,26.78,27.7,0.363505,0.363505,0.300794,0.327801,97.05,133.56,97.05,129.53,8/4/17 0:00,"2,476.83"
5/20/17 0:00,1968.1,2061.88,1964.97,2051.73,27.68,28.16,27.2,27.51,0.328631,0.370361,0.303941,0.351634,129.22,133.64,124.7,126.52,8/7/17 0:00,"2,480.91"
5/21/17 0:00,2051.73,2092.54,2001.14,2055.62,27.48,28.74,25.73,26.3,0.353164,0.367636,0.332222,0.336201,127.54,159.03,125.89,157.94,8/8/17 0:00,"2,474.92"
5/22/17 0:00,2055.62,2289.21,2045.79,2139.03,26.14,27.5,23.27,25.38,0.338403,0.345412,0.270091,0.317954,158.17,201.75,152.47,174.26,8/9/17 0:00,"2,474.02"
5/23/17 0:00,2139.03,2297.56,2134.64,2291.48,25.3,32.11,24.93,32.11,0.313347,0.354014,0.291893,0.323368,170.82,183.55,169.93,181.95,8/10/17 0:00,"2,438.21"
5/24/17 0:00,2291.48,2524.83,2291.48,2476.3,32.12,35.16,31.71,34.45,0.325054,0.357358,0.293009,0.29589,182.65,228.37,182.45,190.05,8/11/17 0:00,"2,441.32"
5/25/17 0:00,2476.3,2791.69,2298.49,2357.5,34.47,36.21,28.87,29.9,0.291834,0.303467,0.238308,0.246065,189.85,210.98,170.51,174.45,8/14/17 0:00,"2,465.84"
5/26/17 0:00,2357.5,2639.9,2067.1,2247.48,30.33,31.32,22.56,23.75,0.245083,0.327812,0.245083,0.271808,175.22,193.69,150.28,160.4,8/15/17 0:00,"2,464.61"
5/27/17 0:00,2247.48,2329.37,1908.99,2106.31,23.4,25.43,20.1,23.74,0.272697,0.283363,0.162345,0.212549,159.82,166.95,120.44,157.76,8/16/17 0:00,"2,468.11"
5/28/17 0:00,2106.31,2320.82,2106.31,2207.58,24.01,26.07,22.11,24.22,0.212887,0.242395,0.204652,0.229554,158.82,179.94,157.6,170.51,8/17/17 0:00,"2,430.01"
5/29/17 0:00,2207.58,2339.72,2135.61,2289.87,24.32,25.69,23.28,25.21,0.227189,0.24282,0.214777,0.23207,170.13,197.13,164.53,194.91,8/18/17 0:00,"2,425.55"
5/30/17 0:00,2289.87,2329.64,2152.92,2197.23,25.32,26.13,24.03,24.14,0.232191,0.237367,0.205324,0.205324,195.61,233.71,189.29,231.91,8/21/17 0:00,"2,428.37"
5/31/17 0:00,2197.23,2351.24,2162.23,2330.23,24.29,25.57,23.18,25.3,0.20536,0.247677,0.193839,0.24659,231.58,236.97,215.57,230.67,8/22/17 0:00,"2,452.51"
6/1/17 0:00,2330.23,2489.98,2330.23,2452.18,25.34,29.62,25.3,28.8,0.243946,0.336797,0.243946,0.333657,230.89,236.22,214.48,222.24,8/23/17 0:00,"2,444.04"
6/2/17 0:00,2452.18,2517.41,2418.32,2517.41,28.9,29.89,27.74,28.94,0.333645,0.335809,0.29071,0.303448,222.29,229.41,219.58,223.78,8/24/17 0:00,"2,438.97"
6/3/17 0:00,2517.41,2593.64,2448.04,2555.65,29.04,29.17,26.63,27.66,0.30046,0.310863,0.277563,0.29458,223.46,225.97,219.42,224.38,8/25/17 0:00,"2,443.05"
6/4/17 0:00,2555.65,2577.83,2494.29,2552.81,27.65,27.94,26.95,27.94,0.298386,0.313944,0.277185,0.299413,224.12,250.41,223.98,245.33,8/28/17 0:00,"2,444.24"
6/5/17 0:00,2552.81,2736.59,2551.55,2736.59,28.09,30.99,28.09,30.84,0.299862,0.302394,0.2846,0.294003,245.26,249.47,243.05,248.46,8/29/17 0:00,"2,446.30"
6/6/17 0:00,2736.59,2967.48,2732.99,2914.08,30.84,31.33,29.26,30.55,0.294028,0.294537,0.276248,0.284548,248.6,267.51,246.84,264.47,8/30/17 0:00,"2,457.59"
6/7/17 0:00,2914.08,2922.7,2629.53,2694.22,30.57,30.68,28.37,28.39,0.284677,0.298379,0.278874,0.279783,264.26,264.67,254.04,258.07,8/31/17 0:00,"2,471.65"
6/8/17 0:00,2694.22,2828.48,2625.08,2825.03,28.38,30.34,27.88,30.21,0.280902,0.29857,0.276441,0.289678,257.99,262.25,253.97,261.67,9/1/17 0:00,"2,476.55"
6/9/17 0:00,2825.03,2874.7,2794.06,2826.7,30.19,30.59,29.62,29.68,0.289695,0.299493,0.285884,0.286019,261.75,282.76,261.75,281.74,9/5/17 0:00,"2,457.85"
6/10/17 0:00,2826.7,2942.46,2821.52,2942.34,29.68,30.59,29.66,30.44,0.285806,0.288991,0.257879,0.260874,282.01,350.26,282.01,337.67,9/6/17 0:00,"2,465.54"
6/11/17 0:00,2942.34,3025.47,2894.01,3018.54,30.5,33.56,30.16,33.22,0.259445,0.277735,0.259113,0.272759,338.79,353.01,318.17,340.61,9/7/17 0:00,"2,465.10"
6/12/17 0:00,3018.54,3020.27,2525.24,2682.59,33.23,33.23,27.8,29.5,0.273075,0.28329,0.247476,0.253964,341.16,414.76,341.16,401.49,9/8/17 0:00,"2,461.43"
6/13/17 0:00,2682.59,2802.95,2678.76,2738.93,29.49,30.64,29.33,30.64,0.253823,0.274659,0.2522,0.266153,395.69,411.18,370.06,397.54,9/11/17 0:00,"2,488.11"
6/14/17 0:00,2738.93,2828.88,2385.03,2494.48,30.74,32.06,29.32,30.22,0.265823,0.307854,0.263202,0.278447,397.59,399.32,342.21,359.05,9/12/17 0:00,"2,496.48"
6/15/17 0:00,2494.48,2553.68,2185.96,2456.92,30.22,30.37,27.31,30.22,0.278196,0.278923,0.240868,0.259266,358.51,364.44,300.7,361.93,9/13/17 0:00,"2,498.37"
6/16/17 0:00,2456.92,2559.19,2366.49,2528.1,30.28,35.7,29.55,35.7,0.259473,0.266211,0.252408,0.262068,361.18,373.06,341.42,370.23,9/14/17 0:00,"2,495.62"
6/17/17 0:00,2528.1,2707.06,2462.16,2664,36.18,49.3,36.18,47.65,0.262358,0.270717,0.258105,0.268351,369.88,379.41,364,379.41,9/15/17 0:00,"2,500.23"
6/18/17 0:00,2664,2689.54,2522.32,2576.17,47.44,47.44,42.43,46.04,0.268085,0.289468,0.265078,0.2846,379.52,390.58,368.84,371.46,9/18/17 0:00,"2,503.87"
6/19/17 0:00,2576.17,2642.28,2555.1,2641.66,46.16,53.55,44.99,50.32,0.283977,0.296068,0.280233,0.296068,371.86,377.12,369.76,370.06,9/19/17 0:00,"2,506.65"
6/20/17 0:00,2641.66,2822.63,2636.06,2778.83,50.41,51.47,45.75,47.22,0.292194,0.339533,0.290147,0.324427,370.33,377.97,350.94,359,9/20/17 0:00,"2,508.24"
6/21/17 0:00,2778.83,2828.94,2661.42,2712.16,47.3,49.73,44.22,47.79,0.324623,0.32776,0.283614,0.296366,359.54,361.34,319.48,336.87,9/21/17 0:00,"2,500.60"
6/22/17 0:00,2712.16,2768.76,2637.22,2740.79,47.72,48.85,45.87,47.71,0.299886,0.305852,0.291519,0.297848,337.73,342.03,330.62,336.37,9/22/17 0:00,"2,502.22"
6/23/17 0:00,2740.79,2813.31,2709.76,2738.22,47.75,48.42,47.27,47.34,0.297718,0.320751,0.295551,0.319978,336.49,348.01,334.99,341.74,9/25/17 0:00,"2,496.66"
6/24/17 0:00,2738.22,2790.33,2564,2619.12,47.25,47.44,44.01,44.49,0.319188,0.327117,0.306487,0.31111,341.63,343.62,322.09,323.7,9/26/17 0:00,"2,496.84"
6/25/17 0:00,2619.12,2713.9,2495.97,2594.45,44.49,46.22,43.05,43.92,0.310816,0.311157,0.289148,0.298423,323.47,332.79,284.65,303.25,9/27/17 0:00,"2,507.04"
6/26/17 0:00,2594.45,2658,2387.64,2485.36,44.04,44.35,37.55,41.13,0.29877,0.30198,0.260819,0.277288,302.95,311.46,238.65,272.69,9/28/17 0:00,"2,510.06"
6/27/17 0:00,2485.36,2593.17,2332.6,2593.17,41.13,41.39,36.2,40.54,0.277288,0.27881,0.251052,0.276306,272.69,293.09,227.14,293.09,9/29/17 0:00,"2,519.36"
6/28/17 0:00,2593.17,2619.24,2490.21,2584.56,40.82,43.61,39.18,42.85,0.275391,0.28149,0.26784,0.280455,293.04,333.1,276.41,327.93,10/2/17 0:00,"2,529.12"
6/29/17 0:00,2584.56,2623.31,2530.12,2561.56,42.83,42.83,40.35,41.07,0.280565,0.280873,0.264175,0.265421,328.37,330.71,297.37,302.88,10/3/17 0:00,"2,534.58"
6/30/17 0:00,2561.56,2632.11,2485.55,2499.98,41.04,41.75,40.17,40.35,0.26606,0.26916,0.262242,0.26293,303.15,315.17,288.44,294.92,10/4/17 0:00,"2,537.74"
7/1/17 0:00,2499.98,2547.05,2442.83,2460.2,40.4,40.58,38.47,38.99,0.262855,0.263053,0.252966,0.254744,293.35,293.75,268.62,274.6,10/5/17 0:00,"2,552.07"
7/2/17 0:00,2460.2,2541.99,2396.01,2529.78,38.95,43.27,37.8,41.57,0.254512,0.259951,0.250944,0.259449,275.12,295.51,262.52,287.99,10/6/17 0:00,"2,549.33"
7/3/17 0:00,2529.78,2620.29,2504.36,2581.07,41.48,48.4,40.97,46.43,0.258977,0.262354,0.255666,0.259959,288.41,291.1,281.18,282.9,10/9/17 0:00,"2,544.73"
7/4/17 0:00,2581.07,2659.79,2580.7,2625.07,46.56,55.42,46.56,55.33,0.259841,0.262258,0.254387,0.254709,282.19,287.39,273.11,273.3,10/10/17 0:00,"2,550.64"
7/5/17 0:00,2625.07,2648.68,2560.85,2629.27,55.27,56.03,50.6,53.19,0.255125,0.261713,0.254275,0.256523,273.1,275.13,261.45,268.77,10/11/17 0:00,"2,555.24"
7/6/17 0:00,2629.27,2638.1,2591.98,2619.11,53.2,53.2,50.12,51.13,0.256374,0.257148,0.253303,0.254641,268.86,278.48,265.51,270.55,10/12/17 0:00,"2,550.93"
7/7/17 0:00,2619.11,2622.19,2492.33,2521.24,51.1,51.14,45.63,46.58,0.254858,0.255431,0.238892,0.23948,270.35,273.94,244.17,245.99,10/13/17 0:00,"2,553.17"
7/8/17 0:00,2521.24,2590.55,2482.77,2579.93,46.64,52.75,44.67,52.14,0.239741,0.239741,0.221769,0.236134,245.89,273.48,236.55,251.7,10/16/17 0:00,"2,557.64"
7/9/17 0:00,2579.93,2590.75,2522.24,2525.67,52.36,53.31,49.53,49.58,0.236884,0.248501,0.233416,0.233416,251.82,255.1,242.14,242.14,10/17/17 0:00,"2,559.36"
7/10/17 0:00,2525.67,2544.96,2314.08,2371.96,49.91,50.53,44.74,46.58,0.234067,0.234067,0.185418,0.203165,243.01,243.07,196.97,215.36,10/18/17 0:00,"2,561.26"
7/11/17 0:00,2371.96,2428.16,2292.84,2332.19,46.27,47.39,43.65,45.33,0.196415,0.20332,0.168265,0.185019,211.53,220.29,183.39,197.4,10/19/17 0:00,"2,562.10"
7/12/17 0:00,2332.19,2438.48,2272.32,2423.16,45.26,49.07,44.07,48.75,0.184198,0.205898,0.177162,0.205354,197.15,230.77,189.59,230.77,10/20/17 0:00,"2,575.21"
7/13/17 0:00,2423.16,2450.99,2336.67,2364.52,48.72,49.05,45.39,46.33,0.205873,0.230452,0.193357,0.200809,231.81,231.81,200.06,209.73,10/23/17 0:00,"2,564.98"
7/14/17 0:00,2364.52,2376.43,2171.81,2232.65,46.36,46.48,40.8,42.8,0.200819,0.201156,0.183369,0.190769,209.53,211.1,187.37,199.66,10/24/17 0:00,"2,569.13"
7/15/17 0:00,2232.65,2238.66,1990.69,1993.26,42.81,42.81,37.78,38.92,0.190976,0.191167,0.167118,0.170589,199.71,200.16,170.66,170.66,10/25/17 0:00,"2,557.15"
7/16/17 0:00,1993.26,2073.79,1836.92,1938.94,38.92,41.97,36.38,40.91,0.16948,0.172575,0.11977,0.148056,169.57,172.01,133.72,157.36,10/26/17 0:00,"2,560.40"
7/17/17 0:00,1938.94,2244.26,1938.73,2244.26,41.19,43.07,40.17,42.67,0.150146,0.179604,0.141425,0.177889,159.99,194.75,158.04,193.42,10/27/17 0:00,"2,581.07"
7/18/17 0:00,2244.26,2407.19,2169.64,2327.9,42.62,45.33,41.47,44.3,0.179668,0.195807,0.165966,0.188718,195.03,267.99,182.06,234.39,10/30/17 0:00,"2,572.83"
7/19/17 0:00,2327.9,2413.48,2243.98,2294.4,44.35,44.42,40.56,40.86,0.188498,0.188533,0.158188,0.168388,234.94,245.65,191.75,199.7,10/31/17 0:00,"2,575.26"
7/20/17 0:00,2294.4,2948.51,2276.15,2877.39,40.96,45.45,40.96,45.02,0.170017,0.192918,0.167718,0.188295,205.42,233.9,203.22,227.26,11/1/17 0:00,"2,579.36"
7/21/17 0:00,2877.39,2889.42,2621.23,2694.29,45.07,47.45,44.52,45.76,0.18943,0.190708,0.181098,0.182608,226.06,235.12,213.01,218.31,11/2/17 0:00,"2,579.85"
7/22/17 0:00,2694.29,2875.78,2678.04,2838.81,45.77,46.8,45.45,46.56,0.182168,0.195009,0.181447,0.19332,217.86,232.7,216.87,229.48,11/3/17 0:00,"2,587.84"
7/23/17 0:00,2838.81,2860.3,2670.76,2762.63,46.63,46.64,42.94,44.06,0.193568,0.204121,0.188722,0.195058,229.12,231.68,217.72,225.95,11/6/17 0:00,"2,591.13"
7/24/17 0:00,2762.63,2813.97,2720.71,2779.04,44.16,44.81,43.29,44.41,0.194979,0.195279,0.189835,0.192002,226.28,227.54,222.45,224.71,11/7/17 0:00,"2,590.64"
